job_title,category,job_details
Helpdesk Engineer/Technical Support Engineer,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"About the role
Join the dynamic team at PT. Aviro Global Teknologi' as a Helpdesk Engineer/Technical Support Engineer. In this full-time role based in South Jakarta, Jakarta, you will be responsible for providing high-quality IT support and troubleshooting to our valued clients in the Information & Communication Technology industry.
What you'll be doing
Respond promptly to user requests and inquiries via phone, email, and ticketing systems
Diagnose and resolve technical issues related to hardware, software, and network connectivity
Provide end-user training and guidance on the effective use of IT systems and applications
Maintain detailed records of all support activities and resolutions
Collaborate with other IT teams to escalate and address complex problems
Contribute to the continuous improvement of our IT support processes and procedures
What we're looking for
Minimum 2 years of experience in a helpdesk or technical support role (Fresh Graduate Welcome)
Strong troubleshooting and problem-solving skills
Excellent communication and customer service skills
Proficiency in using IT support tools and ticketing systems
Working knowledge of Windows and macOS operating systems
Familiarity with common software applications and productivity tools
Ability to work in a fast-paced, team-oriented environment
Having certification will be advantage (CCNA, Microsoft, SKTTK/BNSP Certification)
Willing to be placed in the customer area (Office or Mining Area)
What we offer
At PT. Aviro Global Teknologi', we are committed to providing a supportive and inclusive work environment. We offer competitive remuneration, opportunities for career development, and a range of employee benefits to support your work-life balance.
About us
PT. Aviro Global Teknologi' is a leading provider of IT solutions and services in the Information & Communication Technology industry. Our mission is to empower our clients with innovative technology that drives business success. Join our talented team and be a part of our continued growth and success.
Apply now to become our next Helpdesk Engineer/Technical Support Engineer."
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Fresh Graduate atau berpengalamanan sebagai IT Network & Infrastructure
Berpengalaman dalam pengelolaan kinerja server (pembuatan, pengaturan, dan pemantauan server)
Mampu menjaga jaringan (LAN & WAN)
Familiar dengan CCTV, Electronic Security System, VMWare Server dan SQL Server
Memiliki sertifikat Cisco CCNA lebih diutamakan
Mampu bekerja sama dengan baik dalam Team
Rajin, disiplin dan pekerja keras
Pendidikan Minimal D3 Informatika"
D3 for Data Analyst - Production Staff (CODE : PROD DA),Pengembangan & Administrasi Database (Teknologi Informasi & Komunikasi),"About the role
We are seeking a talented Data Analyst to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cibitung District, Bekasi, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes.
What you'll be doing
Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement
Develop and maintain reporting dashboards to provide real-time visibility into production performance
Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity
Assist in the design and development of database structures to support the organisation's data management needs
Provide data-driven recommendations to management to drive strategic decision making
Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes
What we're looking for
D3 qualification in a relevant field such as Information Technology, Computer Science or Data Analytics
Proficient in data analysis tools and techniques, including SQL, Excel, and data visualisation software
Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights
Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders
Familiarity with production processes and an understanding of manufacturing operations
Attention to detail and a keen interest in continuous improvement
What we offer
At PT Panasonic Gobel Energy Indonesia (PECGI), we are committed to providing a rewarding and fulfilling work environment. You will have the opportunity to contribute to the growth and success of our organisation, while benefiting from:
- Competitive remuneration package
- Comprehensive health and welfare benefits
- Opportunities for professional development and career advancement
- Collaborative and supportive team environment
If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now."
Customer Solution Associate (6-months contract),Analis Bisnis/Sistem (Teknologi Informasi & Komunikasi),"Purpose of Role
The Customer Solution Associate is a critical team member responsible for executing initiatives that improve guest experiences and operational excellence. This position focuses on branch-level training, travel planning, and administrative support. By ensuring high-quality training, offering tailored travel planning services, and maintaining efficient administrative processes, the role contributes to the seamless delivery of Bobobox’s guest-centric services.
What you will do:
Execute training programs for branch staff, from preparation to delivery and evaluation
Ensure training aligns with organizational standards, enhances staff capabilities, and supports the goal of positively impacting revenue
Develop personalized travel plans and sell ancillary products (e.g., F&B and activities) to guests before their stay
Collaborate with internal teams to offer engaging and seamless pre-booking experiences
Assist in managing department expense requests, incentive programs, and voucher processing
Maintain accurate records and ensure timely completion of administrative tasks
You will fit in this job if you:
Bachelor’s degree in Hospitality, Tourism, Business, Management, or a related field (or equivalent experience)
At least 1 year of experience in training facilitation and a sales-related role, preferably within the hospitality or F&B industries
Strong organizational and multitasking skills to manage varied responsibilities effectively
Excellent communication and interpersonal abilities to collaborate with teams and deliver guest-centric services
Willingness to travel as needed (up to 30%)"
Staff IT Programmer,Developer/Programmer (Teknologi Informasi & Komunikasi),"Tanggung Jawab Utama
Mengembangkan, dan mengimplementasikan aplikasi perangkat lunak dan sistem teknologi informasi yang sesuai dengan kebutuhan perusahaan.
Menganalisis dan memecahkan masalah teknis yang timbul selama fase pengembangan dan implementasi.
Memelihara dan meningkatkan sistem yang ada untuk meningkatkan kinerja dan efisiensi.
Memberikan dukungan teknis dan pelatihan kepada pengguna akhir.
Terus mengikuti perkembangan teknologi terbaru dan memberikan saran perbaikan.
Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan
Minimal D3 dalam Ilmu Komputer, Teknologi Informasi, atau bidang terkait.
Minimal 3 tahun pengalaman sebagai Programmer atau Pengembang Perangkat Lunak.
Mahir dalam Programming (Typescript : Node, React, Next.js, AWS), Database management (My SQL/Prosgresql & AWS Dbd)
Kemampuan bekerja dalam tim dan berkolaborasi dengan berbagai pemangku kepentingan.
Memiliki kemampuan pemecahan masalah, kreativitas, dan orientasi detail yang kuat
Memiliki passion (menyukai coding) dan semangat untuk belajar
Bersedia melakukan perjalanan dinas ke seluruh unit operasional perusahaan"
IT NETWORK,Teknik – Jaringan (Teknologi Informasi & Komunikasi),"Kesempatan
PT Infracom Telesarana, perusahaan ICT terkemuka di Indonesia, sedang mencari kandidat berbakat untuk bergabung dengan tim kami sebagai IT Network. Dalam peran ini, Anda akan memegang peran strategis dalam membangun dan memelihara infrastruktur jaringan perusahaan kami yang menghubungkan berbagai lokasi dan layanan. Sebagai anggota tim kami, Anda akan memainkan peran kunci dalam menjaga kelangsungan bisnis dan mendukung pertumbuhan kami di seluruh Indonesia.
Tanggung Jawab
Merancang, mengimplementasi, dan memelihara jaringan komputer, LAN, WAN, dan infrastruktur terkait untuk mendukung operasional bisnis.
Memantau dan menganalisis kinerja jaringan, mengidentifikasi masalah, dan menerapkan solusi untuk memastikan ketersediaan dan stabilitas sistem yang optimal.
Melakukan konfigurasi, pembaruan, dan pemeliharaan perangkat keras dan perangkat lunak jaringan, seperti router, switch, firewall, dan aplikasi manajemen jaringan.
Mengidentifikasi dan menerapkan perbaikan serta peningkatan keamanan jaringan untuk melindungi infrastruktur dari ancaman cyber.
Berkoordinasi dengan tim IT lainnya dan pemangku kepentingan bisnis untuk memastikan solusi jaringan yang terintegrasi dan selaras dengan kebutuhan organisasi.
Memberikan dukungan teknis, melatih, dan memberdayakan pengguna akhir untuk mengoptimalkan penggunaan infrastruktur jaringan.
Persyaratan
Minimal 1 tahun pengalaman dalam peran serupa, dengan pemahaman yang mendalam tentang teknologi dan konsep jaringan.
Kemampuan yang terbukti dalam merancang, mengonfigurasi, dan memelihara jaringan LAN, WAN, dan infrastruktur terkait.
Pengetahuan yang mahir tentang routing, switching, keamanan jaringan, dan protokol jaringan.
Kemampuan troubleshooting yang kuat dan pengalaman mengatasi masalah jaringan kompleks.
Pemahaman yang baik tentang praktik terbaik dan standar industri dalam manajemen jaringan.
Kemampuan berkomunikasi yang efektif, baik secara lisan maupun tertulis, untuk berinteraksi dengan tim teknis dan pemangku kepentingan bisnis.
Bersemangat untuk terus belajar dan mengembangkan keterampilan teknis terbaru.
Manfaat
Program pengembangan profesional dan pelatihan yang berkelanjutan untuk meningkatkan keterampilan Anda.
Berbagai manfaat tambahan, seperti BPJS, Medical, Kacamata, cuti tahunan, dan program kesejahteraan karyawan."
IT Solution Specialist,Administrasi Jaringan & Sistem (Teknologi Informasi & Komunikasi),"Minimum memiliki pengalaman 2 tahun. Fresh graduate masih diterima.
S1 dari jurusan ilmu komputer, software engineer, sistem informasi, atau jurusan IT lainnya.
Memahami cloud (AWS, GCP, atau Azure)
Bersedia dalam membantu kebutuhan technical client
Memiliki pemahaman kuat untuk prinsip-prinsip Fullstack
Frontend: Dapat menggunakan Javascript, HTML5, CSS3
Backend: Memahami Node.JS, Python, atau Java
Database: Pemahaman dasar SQL (ex. PostgreSQL, MySQL)
APIs: Memahami RESTful APIs
Dapat berkomunikasi dengan baik
Proaktif dalam belajar hal baru
Dapat bekerja sama dengan orang lain"
IT Operation & EDP Support Staff,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"We are currently hiring for IT Operation & EDP Support Staff
Responsibilities
Responsible for application monitoring, hardware and network application.
Responsible for Start of the Day activity and End of the Day activity.
Responsible for daily back up EDD.
Qualifications
Minimum Bachelor Degree (S1) of Computer Science or IT or Information System
Fresh graduate is welcome to apply
Should be familiar with multiple operating systems like Windows, Unix and Linux, and comfortable with working in complex heterogeneous systems environment
Basic Knowledge of hardware and network application.
Preferable Fluent in English (written and spoken)
Placement in Jakarta Office or Bandung Office
Willing to work with 24/7 shifting system"
IT Server & Network Engineer,Administrasi Jaringan & Sistem (Teknologi Informasi & Komunikasi),"Tugas & Tanggung Jawab:
1. Infrastruktur Server dan Jaringan:
Mengelola server fisik dan virtual (Windows/Linux), termasuk instalasi, konfigurasi, dan pemeliharaan rutin.
Merancang dan mengelola topologi jaringan LAN/WAN, firewall, VPN, dan perangkat jaringan (switch, router, access point).
Memantau kinerja jaringan dan server, serta melakukan optimasi sistem jika diperlukan.
2. Pengelolaan Sistem UPS dan Daya Listrik IT:
Menyediakan dan memelihara sistem UPS untuk mendukung infrastruktur IT (server, storage, dan perangkat jaringan).
Melakukan perhitungan kapasitas daya UPS dan distribusi beban listrik untuk memastikan ketahanan dan keandalan daya.
Melakukan inspeksi, pengujian rutin, dan pemeliharaan preventif UPS.
Bekerja sama dengan vendor atau teknisi listrik untuk troubleshooting dan upgrade sistem UPS.
Memastikan sistem UPS terintegrasi dengan sistem monitoring dan memiliki notifikasi kegagalan otomatis.
3. Keamanan dan Keandalan Sistem:
Memastikan sistem memiliki failover dan dukungan kelistrikan yang memadai untuk menghadapi outage.
Menerapkan sistem backup dan recovery yang berkelanjutan.
Menyusun SOP tanggap darurat jika terjadi gangguan daya atau kerusakan perangkat.
4. Dukungan Teknis & Dokumentasi:
Memberikan dukungan teknis kepada tim internal untuk masalah terkait server, jaringan, dan sistem daya.
Mendokumentasikan konfigurasi perangkat, instalasi UPS, dan skema kelistrikan ruang server/data center.
Menyediakan laporan performa sistem secara berkala.
Kualifikasi:
Pendidikan minimal D3/S1 Teknik Informatika, Elektro, atau bidang terkait.
Pengalaman minimal 2 tahun di bidang IT Infrastruktur dengan penanganan sistem UPS.
Pemahaman teknis yang baik mengenai jaringan, server, dan sistem kelistrikan dasar.
Terampil dalam pengoperasian perangkat UPS (APC, Eaton, Schneider, dll) dan sistem pemantauannya.
Memiliki sertifikasi di bidang jaringan atau kelistrikan (CCNA, MTCNA, atau Sertifikat K3 Listrik adalah nilai tambah).
Mampu membaca diagram kelistrikan dan mendesain layout distribusi daya untuk ruang server/data center."
IT ERP (SAP) Functional Staff,Analis Bisnis/Sistem (Teknologi Informasi & Komunikasi),"Responsibilities:
- Evaluate & mapping the company system with business process
- Proactive looking for continuous improvement in business process
- Provide/handling users support and training in ERP System
- Ensure that the ERP System and application operate reliably and efficiently
- Develop and maintain ERP System customization
- Create report on system effectiveness
Requirements:
- Bachelor's degree in computer science or IT related field
- Having min 3 years of experience especially in ERP, SAP S/4HANA functional and modules will be preferred
- Good in English both written and speaking
- Proficiency computer skill: MS Office including ERP System
- Able to multitask, prioritize and manage time effeciently
- Willing to travel to any office location, including remote site areas"
